T;Dados Gerais \ Administração Consolidada \ Despesas com Manutenção e Desenvolvimento do Ensino \ Despesas Custeadas c/ Recursos Vinculados \ Transferências de Municípios referentes a Convênios ou de Contratos de Repasse vinculados à Educação
T;Cod. Instituição;Cód. Planilha;Código;Descrição;;
T;1;1394;;;;
T;Dados Gerais \ Administração Consolidada \ Despesas com Manutenção e Desenvolvimento do Ensino \ Despesas Custeadas c/ Recursos Vinculados \ Transferências de Municípios referentes a Convênios ou de Contratos de Repasse vinculados à Educação \ Ensino Fundamental
T;Cod. Instituição;Cód. Planilha;Código;Descrição;;
T;1;1535;;;;
T;Dados Gerais \ Administração Consolidada \ Despesas com Manutenção e Desenvolvimento do Ensino \ Despesas Custeadas c/ Recursos Vinculados \ Transferências de Municípios referentes a Convênios ou de Contratos de Repasse vinculados à Educação \ Ensino Fundamental \ 122 - Administração Geral
T;Cod. Instituição;Cód. Planilha;Código;Descrição;Dotação Atualizada 2021;Desp. Empenhadas 2021;Desp. Liquidadas 2021;Desp. Pagas 2021;RP Processados 2021;RP Não Processados 2021
V;1;1598;3.3.90.91.05;Sentencas Judiciais de Pequeno Valor;;;;;;
V;1;1598;3.3.90.91.20;Depósitos Judiciais;;;;;;
V;1;1598;3.3.90.91.25;Honorarios Sucumbenciais de Precatorios;;;;;;
V;1;1598;3.3.90.91.97;Outros Precatórios Judiciais;;;;;;
V;1;1598;3.3.90.91.99;Outros Tipos de Sentencas Judiciais;;;;;;
V;1;1598;3.3.90.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;3.3.90.92.04;Contratacao Por Tempo Determinado;;;;;;
V;1;1598;3.3.90.92.06;Beneficio Mensal ao Deficiente e ao Idoso;;;;;;
V;1;1598;3.3.90.92.08;Outros Benef.Assist.Do Servidor e do Militar;;;;;;
V;1;1598;3.3.90.92.10;Seguro Desemprego e Abono Salarial;;;;;;
V;1;1598;3.3.90.92.14;Diarias - Civil;;;;;;
V;1;1598;3.3.90.92.15;Diarias - Militar;;;;;;
V;1;1598;3.3.90.92.18;Auxilio Financeiro a Estudantes;;;;;;
V;1;1598;3.3.90.92.20;Auxilio Financeiro a Pesquisadores;;;;;;
V;1;1598;3.3.90.92.30;Material de Consumo;;;;;;
V;1;1598;3.3.90.92.31;Premiacoes Cult, Cient, Art, Desp e Outras;;;;;;
V;1;1598;3.3.90.92.32;Material de Distribuicao Gratuita;;;;;;
V;1;1598;3.3.90.92.33;Passagens e Despesas Com Locomocao;;;;;;
V;1;1598;3.3.90.92.34;Outras Despesas de Pessoal - Terceirizacao (Art.18 § 1º, Lc 101);;;;;;
V;1;1598;3.3.90.92.35;Servicos de Consultoria;;;;;;
V;1;1598;3.3.90.92.36;Outros Servicos de Terceiros - Pessoa Fisica;;;;;;
V;1;1598;3.3.90.92.37;Locacao de Mao-De-Obra;;;;;;
V;1;1598;3.3.90.92.38;Arrendamento Mercantil;;;;;;
V;1;1598;3.3.90.92.39;Outros Servicos de Terceiros - Pj;;;;;;
V;1;1598;3.3.90.92.45;Subvencoes Economicas;;;;;;
V;1;1598;3.3.90.92.46;Auxilio-Alimentacao;;;;;;
V;1;1598;3.3.90.92.47;Obrigacoes Tributarias e Contributivas;;;;;;
V;1;1598;3.3.90.92.48;Outros Auxílios Financeiros a Pessoa Física;;;;;;
V;1;1598;3.3.90.92.49;Auxilio-Tranporte;;;;;;
V;1;1598;3.3.90.92.50;Multas e Juros;;;;;;
V;1;1598;3.3.90.92.53;Aposentadorias do Rgps - Area Rural;;;;;;
V;1;1598;3.3.90.92.54;Aposentadorias do Rgps - Area Urbana;;;;;;
V;1;1598;3.3.90.92.56;Pensoes do Rgps - Area Urbana;;;;;;
V;1;1598;3.3.90.92.57;Outros Beneficios do Rgps - Area Rural;;;;;;
V;1;1598;3.3.90.92.58;Outros Beneficios do Rgps - Area Urbana;;;;;;
V;1;1598;3.3.90.92.59;Pensoes Especiais;;;;;;
V;1;1598;3.3.90.92.67;Depositos Compulsorios;;;;;;
V;1;1598;3.3.90.92.91;Sentencas Judiciais;;;;;;
V;1;1598;3.3.90.92.92;Material de Consumo;;;;;;
V;1;1598;3.3.90.92.93;Indenizacoes e Restituicoes;;;;;;
V;1;1598;3.3.90.92.95;Variacao Cambial Negativa;;;;;;
V;1;1598;3.3.90.92.96;Ressarcimento de Despesas Com Pessoal Requisitado;;;;;;
V;1;1598;3.3.90.92.99;Outras Despesas de Exercicios Anteriores;;;;;;
V;1;1598;3.3.90.93.00;Indenizações e Restituições;;;;;;
V;1;1598;3.3.90.93.01;Indenizacoes;;;;;;
V;1;1598;3.3.90.93.02;Restituicoes;;;;;;
V;1;1598;3.3.90.93.03;Ajuda de Custo;;;;;;
V;1;1598;3.3.90.93.05;Indenizacao de Transporte;;;;;;
V;1;1598;3.3.90.93.07;Indenizacao de Moradia;;;;;;
V;1;1598;3.3.90.93.08;Ressarcimento Assistencia Medica/Odontologica;;;;;;
V;1;1598;3.3.90.93.14;Ressarcimento de Passagens e Desp.C/Locomocao;;;;;;
V;1;1598;3.3.90.93.99;Outras Indenizacoes e Restituicoes;;;;;;
V;1;1598;3.3.90.95.00;Indenização Pela Execução de Trabalhos de Campo;;;;;;
V;1;1598;3.3.90.96.00;Ressarcimento de Despesas de Pessoal Requisitado;;;;;;
V;1;1598;3.3.90.98.00;Compensações ao Rgps;;;;;;
V;1;1598;3.3.90.99.00;A Classificar;;;;;;
V;1;1598;3.3.91.00.00;Aplicação Direta Decorrente de Operação Entre Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social;;;;;;
V;1;1598;3.3.91.04.00;Contratação Por Tempo Determinado;;;;;;
V;1;1598;3.3.91.04.15;Obrigacoes Patronais;;;;;;
V;1;1598;3.3.91.04.99;Outras Contratações Por Tempo Determinado;;;;;;
V;1;1598;3.3.91.28.00;Remuneração de Cotas de Fundos Autárquicos;;;;;;
V;1;1598;3.3.91.29.00;Distribuição de Resultado de Empresas Estatais Dependentes;;;;;;
V;1;1598;3.3.91.30.00;Material de Consumo;;;;;;
V;1;1598;3.3.91.31.00;Premiacoes Cult., Art., Cient., Desp. e Outr.;;;;;;
V;1;1598;3.3.91.32.00;Material, Bem Ou Serviço Para Distribuição Gratuita;;;;;;
V;1;1598;3.3.91.35.00;Serviços de Consultoria;;;;;;
V;1;1598;3.3.91.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1598;3.3.91.40.00;Serviços de Tecnologia da Informação e Comunicação - Pj;;;;;;
V;1;1598;3.3.91.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1598;3.3.91.62.00;Aquisição de Produtos Para Revenda;;;;;;
V;1;1598;3.3.91.91.00;Sentenças Judiciais;;;;;;
V;1;1598;3.3.91.91.04;Sentencas Judiciais;;;;;;
V;1;1598;3.3.91.91.05;Sentencas Judiciais de Pequeno Valor;;;;;;
V;1;1598;3.3.91.91.99;Outras Sentencas Judiciais;;;;;;
V;1;1598;3.3.91.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;3.3.91.92.30;Material de Consumo;;;;;;
V;1;1598;3.3.91.92.33;Passagens e Despesas Com Locomocao;;;;;;
V;1;1598;3.3.91.92.39;Outros Servicos de Terceiros - Pj;;;;;;
V;1;1598;3.3.91.92.47;Obrigacoes Tributarias e Contributivas;;;;;;
V;1;1598;3.3.91.92.91;Sentencas Judiciais;;;;;;
V;1;1598;3.3.91.92.92;Material de Consumo;;;;;;
V;1;1598;3.3.91.92.93;Indenizacoes e Restituicoes;;;;;;
V;1;1598;3.3.91.92.99;Outras Despesas de Exercicios Anteriores;;;;;;
V;1;1598;3.3.91.93.00;Indenizações e Restituições;;;;;;
V;1;1598;3.3.91.96.00;Ressarcimento de Despesas de Pessoal Requisitado;;;;;;
V;1;1598;3.3.91.97.00;Aporte Para Cobertura do Déficit Atuarial do Rpps;;;;;;
V;1;1598;3.3.91.98.00;Compensações ao Rgps;;;;;;
V;1;1598;3.3.91.99.00;Elemento Genérico;;;;;;
V;1;1598;3.3.92.00.00;Aplicação Direta de Recursos  Recebidos de Outros Entes;;;;;;
V;1;1598;3.3.93.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Participe;;;;;;
V;1;1598;3.3.93.30.00;Material de Consumo;;;;;;
V;1;1598;3.3.93.32.00;Material, Bem Ou Serviço Para Distribuição Gratuita;;;;;;
V;1;1598;3.3.93.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1598;3.3.93.99.00;Elemento Genérico;;;;;;
V;1;1598;3.3.94.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Não Participe;;;;;;
V;1;1598;3.3.94.30.00;Material de Consumo;;;;;;
V;1;1598;3.3.94.32.00;Material, Bem Ou Serviço Para Distribuição Gratuita;;;;;;
V;1;1598;3.3.94.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1598;3.3.94.99.00;Elemento Genérico;;;;;;
V;1;1598;3.3.95.00.00;Aplicação Direta à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;3.3.95.04.00;Contratação Por Tempo Determinado;;;;;;
V;1;1598;3.3.95.08.00;Outros Benefícios Assistenciais do Servidor e do Militar;;;;;;
V;1;1598;3.3.95.14.00;Diárias - Civil;;;;;;
V;1;1598;3.3.95.18.00;Auxílio Financeiro a Estudantes;;;;;;
V;1;1598;3.3.95.20.00;Auxílio Financeiro a Pesquisadores;;;;;;
V;1;1598;3.3.95.30.00;Material de Consumo;;;;;;
V;1;1598;3.3.95.31.00;Premiações Culturais, Artísticas, Científicas, Desportivas e Outras;;;;;;
V;1;1598;3.3.95.32.00;Material, Bem Ou Serviço Para Distribuição Gratuita;;;;;;
V;1;1598;3.3.95.33.00;Passagens e Despesas Com Locomoção;;;;;;
V;1;1598;3.3.95.34.00;Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização;;;;;;
V;1;1598;3.3.95.35.00;Serviços de Consultoria;;;;;;
V;1;1598;3.3.95.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1598;3.3.95.37.00;Locação de Mão-De-Obra;;;;;;
V;1;1598;3.3.95.38.00;Arrendamento Mercantil;;;;;;
V;1;1598;3.3.95.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1598;3.3.95.41.00;Contribuições;;;;;;
V;1;1598;3.3.95.45.00;Subvenções Econômicas;;;;;;
V;1;1598;3.3.95.46.00;Auxílio-Alimentação;;;;;;
V;1;1598;3.3.95.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1598;3.3.95.48.00;Outros Auxílios Financeiros a Pessoas Físicas;;;;;;
V;1;1598;3.3.95.49.00;Auxílio-Transporte;;;;;;
V;1;1598;3.3.95.67.00;Depósitos Compulsórios;;;;;;
V;1;1598;3.3.95.91.00;Sentenças Judiciais;;;;;;
V;1;1598;3.3.95.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;3.3.95.93.00;Indenizações e Restituições;;;;;;
V;1;1598;3.3.95.96.00;Ressarcimento de Despesas de Pessoal Requisitado;;;;;;
V;1;1598;3.3.95.99.00;Elemento Genérico;;;;;;
V;1;1598;3.3.96.00.00;Aplicação Direta à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;3.3.96.04.00;Contratação Por Tempo Determinado;;;;;;
V;1;1598;3.3.96.08.00;Outros Benefícios Assistenciais do Servidor e do Militar;;;;;;
V;1;1598;3.3.96.14.00;Diárias - Civil;;;;;;
V;1;1598;3.3.96.18.00;Auxílio Financeiro a Estudantes;;;;;;
V;1;1598;3.3.96.20.00;Auxílio Financeiro a Pesquisadores;;;;;;
V;1;1598;3.3.96.30.00;Material de Consumo;;;;;;
V;1;1598;3.3.96.31.00;Premiações Culturais, Artísticas, Científicas, Desportivas e Outras;;;;;;
V;1;1598;3.3.96.32.00;Material, Bem Ou Serviço Para Distribuição Gratuita;;;;;;
V;1;1598;3.3.96.33.00;Passagens e Despesas Com Locomoção;;;;;;
V;1;1598;3.3.96.34.00;Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização;;;;;;
V;1;1598;3.3.96.35.00;Serviços de Consultoria;;;;;;
V;1;1598;3.3.96.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1598;3.3.96.37.00;Locação de Mão-De-Obra;;;;;;
V;1;1598;3.3.96.38.00;Arrendamento Mercantil;;;;;;
V;1;1598;3.3.96.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1598;3.3.96.41.00;Contribuições;;;;;;
V;1;1598;3.3.96.45.00;Subvenções Econômicas;;;;;;
V;1;1598;3.3.96.46.00;Auxílio-Alimentação;;;;;;
V;1;1598;3.3.96.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1598;3.3.96.48.00;Outros Auxílios Financeiros a Pessoas Físicas;;;;;;
V;1;1598;3.3.96.49.00;Auxílio-Transporte;;;;;;
V;1;1598;3.3.96.67.00;Depósitos Compulsórios;;;;;;
V;1;1598;3.3.96.91.00;Sentenças Judiciais;;;;;;
V;1;1598;3.3.96.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;3.3.96.93.00;Indenizações e Restituições;;;;;;
V;1;1598;3.3.96.96.00;Ressarcimento de Despesas de Pessoal Requisitado;;;;;;
V;1;1598;3.3.96.99.00;Elemento Genérico;;;;;;
V;1;1598;3.3.99.00.00;Modalidade Genérica;;;;;;
V;1;1598;4.0.00.00.00;Despesas de Capital;;;;;;
V;1;1598;4.4.00.00.00;Investimentos;;;;;;
V;1;1598;4.4.20.00.00;Transferências à União;;;;;;
V;1;1598;4.4.20.41.00;Contribuições;;;;;;
V;1;1598;4.4.20.42.00;Auxílios;;;;;;
V;1;1598;4.4.20.99.00;A Classificar;;;;;;
V;1;1598;4.4.22.00.00;Execução Orçamentária Delegada à União;;;;;;
V;1;1598;4.4.22.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.22.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.22.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.22.93.00;Indenizações e Restituições;;;;;;
V;1;1598;4.4.22.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.30.00.00;Transferências a Estados e ao Distrito Federal;;;;;;
V;1;1598;4.4.30.41.00;Contribuições;;;;;;
V;1;1598;4.4.30.42.00;Auxílios;;;;;;
V;1;1598;4.4.30.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.31.00.00;Transferências a Estados e ao Distrito Federal - Fundo a Fundo;;;;;;
V;1;1598;4.4.31.41.00;Contribuições;;;;;;
V;1;1598;4.4.31.42.00;Auxílios;;;;;;
V;1;1598;4.4.31.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.31.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.32.00.00;Execução Orçamentária Delegada a Estados e ao Distrito Federal;;;;;;
V;1;1598;4.4.32.20.00;Auxílio Financeiro a Pesquisadores;;;;;;
V;1;1598;4.4.32.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.32.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.32.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.32.93.00;Indenizações e Restituições;;;;;;
V;1;1598;4.4.32.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.35.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;4.4.35.41.00;Contribuições;;;;;;
V;1;1598;4.4.35.42.00;Auxílios;;;;;;
V;1;1598;4.4.35.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.35.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.36.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;4.4.36.41.00;Contribuições;;;;;;
V;1;1598;4.4.36.42.00;Auxílios;;;;;;
V;1;1598;4.4.36.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.36.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.40.00.00;Transferências a Municípios;;;;;;
V;1;1598;4.4.40.41.00;Contribuições;;;;;;
V;1;1598;4.4.40.42.00;Auxílios;;;;;;
V;1;1598;4.4.40.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.40.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.41.00.00;Transferências a Municípios - Fundo a Fundo;;;;;;
V;1;1598;4.4.41.41.00;Contribuições;;;;;;
V;1;1598;4.4.41.42.00;Auxílios;;;;;;
V;1;1598;4.4.41.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.41.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.42.00.00;Execução Orçamentária Delegada a Municípios;;;;;;
V;1;1598;4.4.42.14.00;Diárias -  Civil;;;;;;
V;1;1598;4.4.42.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.42.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.42.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.42.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.45.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;4.4.45.41.00;Contribuições;;;;;;
V;1;1598;4.4.45.42.00;Auxílios;;;;;;
V;1;1598;4.4.45.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.45.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.46.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;4.4.46.41.00;Contribuições;;;;;;
V;1;1598;4.4.46.42.00;Auxílios;;;;;;
V;1;1598;4.4.46.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.46.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.50.00.00;Transferências a Instituições Privadas Sem Fins Lucrativos;;;;;;
V;1;1598;4.4.50.14.00;Diárias - Civil;;;;;;
V;1;1598;4.4.50.30.00;Material de Consumo;;;;;;
V;1;1598;4.4.50.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1598;4.4.50.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1598;4.4.50.41.00;Contribuições;;;;;;
V;1;1598;4.4.50.42.00;Auxílios;;;;;;
V;1;1598;4.4.50.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1598;4.4.50.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.50.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.50.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.60.00.00;Transferências a Instituições Privadas Com Fins Lucrativos;;;;;;
V;1;1598;4.4.67.00.00;Execução de Contrato de Parceria Público - Privada;;;;;;
V;1;1598;4.4.67.82.00;Aporte de Recursos Pelo Parceiro Público Em Favor do Parceiro Privado Decorrente de Contrato de Parceria Público-Privada - Ppp;;;;;;
V;1;1598;4.4.67.83.00;Despesas Decorrentes de Contrato de Ppp, Exceto Subvenções Econômicas, Aporte e Fundo Garantidor;;;;;;
V;1;1598;4.4.70.00.00;Transferências a Instituições Multigovernamentais;;;;;;
V;1;1598;4.4.70.41.00;Contribuições;;;;;;
V;1;1598;4.4.70.42.00;Auxílios;;;;;;
V;1;1598;4.4.70.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.71.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio;;;;;;
V;1;1598;4.4.72.00.00;Execução Orçamentária Delegada a Consórcios Públicos;;;;;;
V;1;1598;4.4.72.51.00;Obras e Instalacoes;;;;;;
V;1;1598;4.4.72.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.73.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;4.4.74.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;4.4.75.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;4.4.75.41.00;Contribuições;;;;;;
V;1;1598;4.4.75.42.00;Auxílios;;;;;;
V;1;1598;4.4.75.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.76.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;4.4.76.41.00;Contribuições;;;;;;
V;1;1598;4.4.76.42.00;Auxílios;;;;;;
V;1;1598;4.4.76.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.80.00.00;Transferências ao Exterior;;;;;;
V;1;1598;4.4.80.41.00;Contribuições;;;;;;
V;1;1598;4.4.80.42.00;Auxílios;;;;;;
V;1;1598;4.4.80.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.80.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.80.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.90.00.00;Aplicações Diretas;;;;;;
V;1;1598;4.4.90.04.00;Contratação Por Tempo Determinado;;;;;;
V;1;1598;4.4.90.14.00;Diárias - Civil;;;;;;
V;1;1598;4.4.90.15.00;Diárias - Militar;;;;;;
V;1;1598;4.4.90.17.00;Outras Despesas Variáveis - Pessoal Militar;;;;;;
V;1;1598;4.4.90.18.00;Auxílio Financeiro a Estudantes;;;;;;
V;1;1598;4.4.90.20.00;Auxílio Financeiro a Pesquisadores;;;;;;
V;1;1598;4.4.90.30.00;Material de Consumo;;;;;;
V;1;1598;4.4.90.30.09;Material Famacológico;;;;;;
V;1;1598;4.4.90.30.10;Material Odontológico;;;;;;
V;1;1598;4.4.90.30.35;Material Laboratorial;;;;;;
V;1;1598;4.4.90.30.36;Material Hospitalar;;;;;;
V;1;1598;4.4.90.30.99;Outros Materiais de Consumo;;;;;;
V;1;1598;4.4.90.33.00;Passagens e Despesas Com Locomoção;;;;;;
V;1;1598;4.4.90.35.00;Serviços de Consultoria;;;;;;
V;1;1598;4.4.90.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1598;4.4.90.37.00;Locação de Mão-De-Obra;;;;;;
V;1;1598;4.4.90.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1598;4.4.90.40.00;Serviços de Tecnologia da Informação e Comunicação - Pj;;;;;;
V;1;1598;4.4.90.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1598;4.4.90.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.90.51.80;Estudos e Projetos;;;;;;
V;1;1598;4.4.90.51.91;Obras Em Andamento;;;;;;
V;1;1598;4.4.90.51.99;Outras Obras e Instalacoes;;;;;;
V;1;1598;4.4.90.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.90.52.08;Apar.Equip.Utens.Med.,Odont,Labor.Hospit.;;;;;;
V;1;1598;4.4.90.52.42;Mobiliário Em Geral;;;;;;
V;1;1598;4.4.90.52.48;Veículos Diversos;;;;;;
V;1;1598;4.4.90.52.52;Veículos de Tração Mecânica;;;;;;
V;1;1598;4.4.90.52.99;Outros Materiais Permanentes;;;;;;
V;1;1598;4.4.90.61.00;Aquisição de Imóveis;;;;;;
V;1;1598;4.4.90.91.00;Sentenças Judiciais;;;;;;
V;1;1598;4.4.90.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.90.92.14;Diarias - Civil;;;;;;
V;1;1598;4.4.90.92.15;Diarias - Militar;;;;;;
V;1;1598;4.4.90.92.30;Material de Consumo;;;;;;
V;1;1598;4.4.90.92.35;Servicos de Consultoria;;;;;;
V;1;1598;4.4.90.92.36;Outros Servicos de Terceiros - Pessoa Fisica;;;;;;
V;1;1598;4.4.90.92.37;Locacao de Mao-De-Obra;;;;;;
V;1;1598;4.4.90.92.39;Outros Servicos de Terceiros - Pj;;;;;;
V;1;1598;4.4.90.92.51;Obras e Instalacoes;;;;;;
V;1;1598;4.4.90.92.52;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.90.92.93;Indenizacoes e Restituicoes;;;;;;
V;1;1598;4.4.90.92.99;Outras Despesas de Exercicios Anteriores;;;;;;
V;1;1598;4.4.90.93.00;Indenizações e Restituições;;;;;;
V;1;1598;4.4.90.95.00;Indenização Pela Execução de Trabalhos de Campo;;;;;;
V;1;1598;4.4.90.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.91.00.00;Aplicação Direta Decorrente de Operação Entre Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social;;;;;;
V;1;1598;4.4.91.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1598;4.4.91.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1598;4.4.91.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.91.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.91.91.00;Sentenças Judiciais;;;;;;
V;1;1598;4.4.91.99.00;Elementos Genéricos;;;;;;
V;1;1598;4.4.92.00.00;Aplicação Direta de Recursos  Recebidos de Outros Entes;;;;;;
V;1;1598;4.4.93.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Participe;;;;;;
V;1;1598;4.4.93.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.93.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.93.99.00;Elementos Genéricos;;;;;;
V;1;1598;4.4.94.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Não Participe;;;;;;
V;1;1598;4.4.94.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.94.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.94.99.00;Elementos Genéricos;;;;;;
V;1;1598;4.4.95.00.00;Aplicação Direta à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1598;4.4.95.51.00;Obras e Instalações;;;;;;
V;1;1598;4.4.95.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1598;4.4.95.61.00;Aquisição de Imóveis;;;;;;
V;1;1598;4.4.95.91.00;Sentenças Judiciais;;;;;;
V;1;1598;4.4.95.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1598;4.4.95.93.00;Indenizações e Restituições;;;;;;
V;1;1598;4.4.95.99.00;Elemento Genérico;;;;;;
V;1;1598;4.4.96.00.00;Aplicação Direta à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
